         ps   /test_counter_10bit/button1  /test_counter_10bit/led5  /test_counter_10bit/led10             
                   /test_counter_10bit/led1  /test_counter_10bit/led6                                      
                     /test_counter_10bit/led2  /test_counter_10bit/led7                                    
                       /test_counter_10bit/led3  /test_counter_10bit/led8                                  
                         /test_counter_10bit/led4  /test_counter_10bit/led9                                
       2940                             0 1 1 0 0                 1 0 0 1 0                  0 
       2950                             1 0 0 1 0                 1 0 0 1 0                  0 
       2960                             0 0 0 1 0                 1 0 0 1 0                  0 
       2970                             1 1 0 1 0                 1 0 0 1 0                  0 
       2980                             0 1 0 1 0                 1 0 0 1 0                  0 
       2990                             1 0 1 1 0                 1 0 0 1 0                  0 
       3000                             0 0 1 1 0                 1 0 0 1 0                  0 
       3010                             1 1 1 1 0                 1 0 0 1 0                  0 
       3020                             0 1 1 1 0                 1 0 0 1 0                  0 
       3030                             1 0 0 0 1                 1 0 0 1 0                  0 
       3040                             0 0 0 0 1                 1 0 0 1 0                  0 
       3050                             1 1 0 0 1                 1 0 0 1 0                  0 
       3060                             0 1 0 0 1                 1 0 0 1 0                  0 
       3070                             1 0 1 0 1                 1 0 0 1 0                  0 
       3080                             0 0 1 0 1                 1 0 0 1 0                  0 
       3090                             1 1 1 0 1                 1 0 0 1 0                  0 
       3100                             0 1 1 0 1                 1 0 0 1 0                  0 
       3110                             1 0 0 1 1                 1 0 0 1 0                  0 
       3120                             0 0 0 1 1                 1 0 0 1 0                  0 
       3130                             1 1 0 1 1                 1 0 0 1 0                  0 
       3140                             0 1 0 1 1                 1 0 0 1 0                  0 
       3150                             1 0 1 1 1                 1 0 0 1 0                  0 
       3160                             0 0 1 1 1                 1 0 0 1 0                  0 
       3170                             1 1 1 1 1                 1 0 0 1 0                  0 
       3180                             0 1 1 1 1                 1 0 0 1 0                  0 
       3190                             1 0 0 0 0                 0 1 0 1 0                  0 
       3200                             0 0 0 0 0                 0 1 0 1 0                  0 
       3210                             1 1 0 0 0                 0 1 0 1 0                  0 
       3220                             0 1 0 0 0                 0 1 0 1 0                  0 
       3230                             1 0 1 0 0                 0 1 0 1 0                  0 
       3240                             0 0 1 0 0                 0 1 0 1 0                  0 
       3250                             1 1 1 0 0                 0 1 0 1 0                  0 
       3260                             0 1 1 0 0                 0 1 0 1 0                  0 
       3270                             1 0 0 1 0                 0 1 0 1 0                  0 
       3280                             0 0 0 1 0                 0 1 0 1 0                  0 
       3290                             1 1 0 1 0                 0 1 0 1 0                  0 
       3300                             0 1 0 1 0                 0 1 0 1 0                  0 
       3310                             1 0 1 1 0                 0 1 0 1 0                  0 
       3320                             0 0 1 1 0                 0 1 0 1 0                  0 
       3330                             1 1 1 1 0                 0 1 0 1 0                  0 
       3340                             0 1 1 1 0                 0 1 0 1 0                  0 
       3350                             1 0 0 0 1                 0 1 0 1 0                  0 
       3360                             0 0 0 0 1                 0 1 0 1 0                  0 
       3370                             1 1 0 0 1                 0 1 0 1 0                  0 
       3380                             0 1 0 0 1                 0 1 0 1 0                  0 
       3390                             1 0 1 0 1                 0 1 0 1 0                  0 
       3400                             0 0 1 0 1                 0 1 0 1 0                  0 
       3410                             1 1 1 0 1                 0 1 0 1 0                  0 
       3420                             0 1 1 0 1                 0 1 0 1 0                  0 
       3430                             1 0 0 1 1                 0 1 0 1 0                  0 
       3440                             0 0 0 1 1                 0 1 0 1 0                  0 
       3450                             1 1 0 1 1                 0 1 0 1 0                  0 
       3460                             0 1 0 1 1                 0 1 0 1 0                  0 
       3470                             1 0 1 1 1                 0 1 0 1 0                  0 
       3480                             0 0 1 1 1                 0 1 0 1 0                  0 
       3490                             1 1 1 1 1                 0 1 0 1 0                  0 
       3500                             0 1 1 1 1                 0 1 0 1 0                  0 
       3510                             1 0 0 0 0                 1 1 0 1 0                  0 
       3520                             0 0 0 0 0                 1 1 0 1 0                  0 
       3530                             1 1 0 0 0                 1 1 0 1 0                  0 
       3540                             0 1 0 0 0                 1 1 0 1 0                  0 
       3550                             1 0 1 0 0                 1 1 0 1 0                  0 
       3560                             0 0 1 0 0                 1 1 0 1 0                  0 
       3570                             1 1 1 0 0                 1 1 0 1 0                  0 
       3580                             0 1 1 0 0                 1 1 0 1 0                  0 
       3590                             1 0 0 1 0                 1 1 0 1 0                  0 
       3600                             0 0 0 1 0                 1 1 0 1 0                  0 
       3610                             1 1 0 1 0                 1 1 0 1 0                  0 
       3620                             0 1 0 1 0                 1 1 0 1 0                  0 
       3630                             1 0 1 1 0                 1 1 0 1 0                  0 
       3640                             0 0 1 1 0                 1 1 0 1 0                  0 
       3650                             1 1 1 1 0                 1 1 0 1 0                  0 
       3660                             0 1 1 1 0                 1 1 0 1 0                  0 
