         ps   /test_shiftregistersipo_4bit/button1  /test_shiftregistersipo_4bit/out4        
                    /test_shiftregistersipo_4bit/in1                                         
                     /test_shiftregistersipo_4bit/out1                                       
                       /test_shiftregistersipo_4bit/out2                                     
                         /test_shiftregistersipo_4bit/out3                                   
    8272719                                      0 1 0 1 1                          0 
    8275000                                      1 1 1 0 1                          1 
    8280000                                      0 1 1 0 1                          1 
    8282550                                      0 0 1 0 1                          1 
    8285000                                      1 0 0 1 0                          1 
    8290000                                      0 0 0 1 0                          1 
    8292381                                      0 1 0 1 0                          1 
    8295000                                      1 1 1 0 1                          0 
    8300000                                      0 1 1 0 1                          0 
    8302212                                      0 0 1 0 1                          0 
    8305000                                      1 0 0 1 0                          1 
    8307236                                      1 1 0 1 0                          1 
    8310000                                      0 1 0 1 0                          1 
    8312260                                      0 0 0 1 0                          1 
    8315000                                      1 0 0 0 1                          0 
    8317284                                      1 1 0 0 1                          0 
    8320000                                      0 1 0 0 1                          0 
    8322308                                      0 0 0 0 1                          0 
    8322593                                      0 1 0 0 1                          0 
    8322878                                      0 0 0 0 1                          0 
    8323163                                      0 1 0 0 1                          0 
    8323448                                      0 0 0 0 1                          0 
    8325000                                      1 0 0 0 0                          1 
    8327086                                      1 1 0 0 0                          1 
    8330000                                      0 1 0 0 0                          1 
    8330724                                      0 0 0 0 0                          1 
    8334362                                      0 1 0 0 0                          1 
    8335000                                      1 1 1 0 0                          0 
    8338000                                      1 0 1 0 0                          0 
    8339162                                      1 1 1 0 0                          0 
    8340000                                      0 1 1 0 0                          0 
    8340324                                      0 0 1 0 0                          0 
    8341486                                      0 1 1 0 0                          0 
    8342648                                      0 0 1 0 0                          0 
    8344181                                      0 1 1 0 0                          0 
    8345000                                      1 1 1 1 0                          0 
    8345714                                      1 0 1 1 0                          0 
    8347247                                      1 1 1 1 0                          0 
    8348780                                      1 0 1 1 0                          0 
    8350000                                      0 0 1 1 0                          0 
    8352517                                      0 1 1 1 0                          0 
    8355000                                      1 1 1 1 1                          0 
    8356254                                      1 0 1 1 1                          0 
    8359991                                      1 1 1 1 1                          0 
    8360000                                      0 1 1 1 1                          0 
    8363728                                      0 0 1 1 1                          0 
    8365000                                      1 0 0 1 1                          1 
    8370000                                      0 0 0 1 1                          1 
    8373132                                      0 1 0 1 1                          1 
    8375000                                      1 1 1 0 1                          1 
    8380000                                      0 1 1 0 1                          1 
    8382536                                      0 0 1 0 1                          1 
    8385000                                      1 0 0 1 0                          1 
    8390000                                      0 0 0 1 0                          1 
    8391940                                      0 1 0 1 0                          1 
    8395000                                      1 1 1 0 1                          0 
    8400000                                      0 1 1 0 1                          0 
    8401344                                      0 0 1 0 1                          0 
    8405000                                      1 0 0 1 0                          1 
    8408065                                      1 1 0 1 0                          1 
    8410000                                      0 1 0 1 0                          1 
    8414786                                      0 0 0 1 0                          1 
    8415000                                      1 0 0 0 1                          0 
    8420000                                      0 0 0 0 1                          0 
    8421507                                      0 1 0 0 1                          0 
    8425000                                      1 1 1 0 0                          1 
    8428228                                      1 0 1 0 0                          1 
    8430000                                      0 0 1 0 0                          1 
    8435000                                      1 0 0 1 0                          0 
    8435210                                      1 1 0 1 0                          0 
    8440000                                      0 1 0 1 0                          0 
    8442192                                      0 0 0 1 0                          0 
    8445000                                      1 0 0 0 1                          0 
    8449174                                      1 1 0 0 1                          0 
    8450000                                      0 1 0 0 1                          0 
    8455000                                      1 1 1 0 0                          1 
    8456156                                      1 0 1 0 0                          1 
    8460000                                      0 0 1 0 0                          1 
    8464918                                      0 1 1 0 0                          1 
    8465000                                      1 1 1 1 0                          0 
    8470000                                      0 1 1 1 0                          0 
    8473680                                      0 0 1 1 0                          0 
    8475000                                      1 0 0 1 1                          0 
    8480000                                      0 0 0 1 1                          0 
    8482442                                      0 1 0 1 1                          0 
    8485000                                      1 1 1 0 1                          1 
    8490000                                      0 1 1 0 1                          1 
    8491204                                      0 0 1 0 1                          1 
    8492140                                      0 1 1 0 1                          1 
    8493076                                      0 0 1 0 1                          1 
    8494012                                      0 1 1 0 1                          1 
    8494948                                      0 0 1 0 1                          1 
    8495000                                      1 0 0 1 0                          1 
    8500000                                      0 0 0 1 0                          1 
    8502417                                      0 1 0 1 0                          1 
    8505000                                      1 1 1 0 1                          0 
    8509886                                      1 0 1 0 1                          0 
    8510000                                      0 0 1 0 1                          0 
    8515000                                      1 0 0 1 0                          1 
    8517355                                      1 1 0 1 0                          1 
    8520000                                      0 1 0 1 0                          1 
    8524824                                      0 0 0 1 0                          1 
    8525000                                      1 0 0 0 1                          0 
    8530000                                      0 0 0 0 1                          0 
    8533173                                      0 1 0 0 1                          0 
    8535000                                      1 1 1 0 0                          1 
    8540000                                      0 1 1 0 0                          1 
    8541522                                      0 0 1 0 0                          1 
    8545000                                      1 0 0 1 0                          0 
    8549871                                      1 1 0 1 0                          0 
    8550000                                      0 1 0 1 0                          0 
    8555000                                      1 1 1 0 1                          0 
    8558220                                      1 0 1 0 1                          0 
    8560000                                      0 0 1 0 1                          0 
    8565000                                      1 0 0 1 0                          1 
    8565446                                      1 1 0 1 0                          1 
    8570000                                      0 1 0 1 0                          1 
    8572672                                      0 0 0 1 0                          1 
    8575000                                      1 0 0 0 1                          0 
    8579898                                      1 1 0 0 1                          0 
    8580000                                      0 1 0 0 1                          0 
    8585000                                      1 1 1 0 0                          1 
    8587124                                      1 0 1 0 0                          1 
    8587258                                      1 1 1 0 0                          1 
    8587392                                      1 0 1 0 0                          1 
    8587526                                      1 1 1 0 0                          1 
    8587660                                      1 0 1 0 0                          1 
    8590000                                      0 0 1 0 0                          1 
    8591896                                      0 1 1 0 0                          1 
    8595000                                      1 1 1 1 0                          0 
    8596132                                      1 0 1 1 0                          0 
    8600000                                      0 0 1 1 0                          0 
    8600368                                      0 1 1 1 0                          0 
    8604604                                      0 0 1 1 0                          0 
    8605000                                      1 0 0 1 1                          0 
    8609077                                      1 1 0 1 1                          0 
    8610000                                      0 1 0 1 1                          0 
    8613550                                      0 0 0 1 1                          0 
    8615000                                      1 0 0 0 1                          1 
    8618023                                      1 1 0 0 1                          1 
    8620000                                      0 1 0 0 1                          1 
    8622496                                      0 0 0 0 1                          1 
    8625000                                      1 0 0 0 0                          1 
    8626583                                      1 1 0 0 0                          1 
    8630000                                      0 1 0 0 0                          1 
    8630670                                      0 0 0 0 0                          1 
    8634757                                      0 1 0 0 0                          1 
    8635000                                      1 1 1 0 0                          0 
    8638844                                      1 0 1 0 0                          0 
    8640000                                      0 0 1 0 0                          0 
    8641188                                      0 1 1 0 0                          0 
    8643532                                      0 0 1 0 0                          0 
    8645000                                      1 0 0 1 0                          0 
    8645876                                      1 1 0 1 0                          0 
    8648220                                      1 0 0 1 0                          0 
    8649719                                      1 1 0 1 0                          0 
    8650000                                      0 1 0 1 0                          0 
    8651218                                      0 0 0 1 0                          0 
    8652717                                      0 1 0 1 0                          0 
    8654216                                      0 0 0 1 0                          0 
    8655000                                      1 0 0 0 1                          0 
    8657881                                      1 1 0 0 1                          0 
    8660000                                      0 1 0 0 1                          0 
    8661546                                      0 0 0 0 1                          0 
    8665000                                      1 0 0 0 0                          1 
    8665211                                      1 1 0 0 0                          1 
    8668876                                      1 0 0 0 0                          1 
    8670000                                      0 0 0 0 0                          1 
    8673124                                      0 1 0 0 0                          1 
    8675000                                      1 1 1 0 0                          0 
    8677372                                      1 0 1 0 0                          0 
    8680000                                      0 0 1 0 0                          0 
    8681620                                      0 1 1 0 0                          0 
    8685000                                      1 1 1 1 0                          0 
    8685868                                      1 0 1 1 0                          0 
    8690000                                      0 0 1 1 0                          0 
    8694454                                      0 1 1 1 0                          0 
    8695000                                      1 1 1 1 1                          0 
    8700000                                      0 1 1 1 1                          0 
    8703040                                      0 0 1 1 1                          0 
    8705000                                      1 0 0 1 1                          1 
    8710000                                      0 0 0 1 1                          1 
    8711626                                      0 1 0 1 1                          1 
    8715000                                      1 1 1 0 1                          1 
    8720000                                      0 1 1 0 1                          1 
    8720212                                      0 0 1 0 1                          1 
    8721317                                      0 1 1 0 1                          1 
    8722422                                      0 0 1 0 1                          1 
    8723527                                      0 1 1 0 1                          1 
    8724632                                      0 0 1 0 1                          1 
    8725000                                      1 0 0 1 0                          1 
    8730000                                      0 0 0 1 0                          1 
    8733730                                      0 1 0 1 0                          1 
    8735000                                      1 1 1 0 1                          0 
    8740000                                      0 1 1 0 1                          0 
    8742828                                      0 0 1 0 1                          0 
    8745000                                      1 0 0 1 0                          1 
    8750000                                      0 0 0 1 0                          1 
    8751926                                      0 1 0 1 0                          1 
    8755000                                      1 1 1 0 1                          0 
    8760000                                      0 1 1 0 1                          0 
    8761024                                      0 0 1 0 1                          0 
    8761395                                      0 1 1 0 1                          0 
    8761766                                      0 0 1 0 1                          0 
    8762137                                      0 1 1 0 1                          0 
    8762508                                      0 0 1 0 1                          0 
    8765000                                      1 0 0 1 0                          1 
    8768709                                      1 1 0 1 0                          1 
    8770000                                      0 1 0 1 0                          1 
    8774910                                      0 0 0 1 0                          1 
    8775000                                      1 0 0 0 1                          0 
    8780000                                      0 0 0 0 1                          0 
    8781111                                      0 1 0 0 1                          0 
    8785000                                      1 1 1 0 0                          1 
    8787312                                      1 0 1 0 0                          1 
    8787663                                      1 1 1 0 0                          1 
    8788014                                      1 0 1 0 0                          1 
    8788365                                      1 1 1 0 0                          1 
    8788716                                      1 0 1 0 0                          1 
    8790000                                      0 0 1 0 0                          1 
    8795000                                      1 0 0 1 0                          0 
    8796800                                      1 1 0 1 0                          0 
    8800000                                      0 1 0 1 0                          0 
    8804884                                      0 0 0 1 0                          0 
    8805000                                      1 0 0 0 1                          0 
    8810000                                      0 0 0 0 1                          0 
    8812968                                      0 1 0 0 1                          0 
    8815000                                      1 1 1 0 0                          1 
    8820000                                      0 1 1 0 0                          1 
    8821052                                      0 0 1 0 0                          1 
    8824736                                      0 1 1 0 0                          1 
    8825000                                      1 1 1 1 0                          0 
    8828420                                      1 0 1 1 0                          0 
    8830000                                      0 0 1 1 0                          0 
    8832104                                      0 1 1 1 0                          0 
    8835000                                      1 1 1 1 1                          0 
    8835788                                      1 0 1 1 1                          0 
    8840000                                      0 0 1 1 1                          0 
    8841269                                      0 1 1 1 1                          0 
    8845000                                      1 1 1 1 1                          1 
    8846750                                      1 0 1 1 1                          1 
    8850000                                      0 0 1 1 1                          1 
    8852231                                      0 1 1 1 1                          1 
    8855000                                      1 1 1 1 1                          1 
    8857712                                      1 0 1 1 1                          1 
    8860000                                      0 0 1 1 1                          1 
    8863135                                      0 1 1 1 1                          1 
    8865000                                      1 1 1 1 1                          1 
    8868558                                      1 0 1 1 1                          1 
    8870000                                      0 0 1 1 1                          1 
    8873981                                      0 1 1 1 1                          1 
    8875000                                      1 1 1 1 1                          1 
    8879404                                      1 0 1 1 1                          1 
    8880000                                      0 0 1 1 1                          1 
    8880278                                      0 1 1 1 1                          1 
    8881152                                      0 0 1 1 1                          1 
    8882026                                      0 1 1 1 1                          1 
    8882900                                      0 0 1 1 1                          1 
    8885000                                      1 0 0 1 1                          1 
    8886934                                      1 1 0 1 1                          1 
    8890000                                      0 1 0 1 1                          1 
    8890968                                      0 0 0 1 1                          1 
    8895000                                      1 0 0 0 1                          1 
    8895002                                      1 1 0 0 1                          1 
    8899036                                      1 0 0 0 1                          1 
    8900000                                      0 0 0 0 1                          1 
    8905000                                      1 0 0 0 0                          1 
    8908583                                      1 1 0 0 0                          1 
    8910000                                      0 1 0 0 0                          1 
    8915000                                      1 1 1 0 0                          0 
    8918130                                      1 0 1 0 0                          0 
    8920000                                      0 0 1 0 0                          0 
    8925000                                      1 0 0 1 0                          0 
    8927677                                      1 1 0 1 0                          0 
    8930000                                      0 1 0 1 0                          0 
    8935000                                      1 1 1 0 1                          0 
    8937224                                      1 0 1 0 1                          0 
    8940000                                      0 0 1 0 1                          0 
    8945000                                      1 0 0 1 0                          1 
    8946323                                      1 1 0 1 0                          1 
    8950000                                      0 1 0 1 0                          1 
    8955000                                      1 1 1 0 1                          0 
    8955422                                      1 0 1 0 1                          0 
    8960000                                      0 0 1 0 1                          0 
    8964521                                      0 1 1 0 1                          0 
    8965000                                      1 1 1 1 0                          1 
    8970000                                      0 1 1 1 0                          1 
    8973620                                      0 0 1 1 0                          1 
    8975000                                      1 0 0 1 1                          0 
    8978666                                      1 1 0 1 1                          0 
    8980000                                      0 1 0 1 1                          0 
    8983712                                      0 0 0 1 1                          0 
    8985000                                      1 0 0 0 1                          1 
    8988758                                      1 1 0 0 1                          1 
    8990000                                      0 1 0 0 1                          1 
    8993804                                      0 0 0 0 1                          1 
    8995000                                      1 0 0 0 0                          1 
    8997752                                      1 1 0 0 0                          1 
    9000000                                      0 1 0 0 0                          1 
    9001700                                      0 0 0 0 0                          1 
    9005000                                      1 0 0 0 0                          0 
    9005648                                      1 1 0 0 0                          0 
    9009596                                      1 0 0 0 0                          0 
    9010000                                      0 0 0 0 0                          0 
    9015000                                      1 0 0 0 0                          0 
    9018833                                      1 1 0 0 0                          0 
    9020000                                      0 1 0 0 0                          0 
    9025000                                      1 1 1 0 0                          0 
    9028070                                      1 0 1 0 0                          0 
    9030000                                      0 0 1 0 0                          0 
    9035000                                      1 0 0 1 0                          0 
    9037307                                      1 1 0 1 0                          0 
    9040000                                      0 1 0 1 0                          0 
    9045000                                      1 1 1 0 1                          0 
    9046544                                      1 0 1 0 1                          0 
    9050000                                      0 0 1 0 1                          0 
    9051811                                      0 1 1 0 1                          0 
    9055000                                      1 1 1 1 0                          1 
    9057078                                      1 0 1 1 0                          1 
    9060000                                      0 0 1 1 0                          1 
    9062345                                      0 1 1 1 0                          1 
    9065000                                      1 1 1 1 1                          0 
    9067612                                      1 0 1 1 1                          0 
    9069299                                      1 1 1 1 1                          0 
    9070000                                      0 1 1 1 1                          0 
    9070986                                      0 0 1 1 1                          0 
    9072673                                      0 1 1 1 1                          0 
    9074360                                      0 0 1 1 1                          0 
    9075000                                      1 0 0 1 1                          1 
    9080000                                      0 0 0 1 1                          1 
    9083168                                      0 1 0 1 1                          1 
    9085000                                      1 1 1 0 1                          1 
    9090000                                      0 1 1 0 1                          1 
    9091976                                      0 0 1 0 1                          1 
    9095000                                      1 0 0 1 0                          1 
    9100000                                      0 0 0 1 0                          1 
    9100784                                      0 1 0 1 0                          1 
    9105000                                      1 1 1 0 1                          0 
    9109592                                      1 0 1 0 1                          0 
    9110000                                      0 0 1 0 1                          0 
    9115000                                      1 0 0 1 0                          1 
    9119111                                      1 1 0 1 0                          1 
    9120000                                      0 1 0 1 0                          1 
    9125000                                      1 1 1 0 1                          0 
    9128630                                      1 0 1 0 1                          0 
    9130000                                      0 0 1 0 1                          0 
    9135000                                      1 0 0 1 0                          1 
    9138149                                      1 1 0 1 0                          1 
    9140000                                      0 1 0 1 0                          1 
    9145000                                      1 1 1 0 1                          0 
    9147668                                      1 0 1 0 1                          0 
    9150000                                      0 0 1 0 1                          0 
    9150671                                      0 1 1 0 1                          0 
    9153674                                      0 0 1 0 1                          0 
    9155000                                      1 0 0 1 0                          1 
    9156677                                      1 1 0 1 0                          1 
    9159680                                      1 0 0 1 0                          1 
    9160000                                      0 0 0 1 0                          1 
    9160633                                      0 1 0 1 0                          1 
    9161586                                      0 0 0 1 0                          1 
    9162539                                      0 1 0 1 0                          1 
    9163492                                      0 0 0 1 0                          1 
    9165000                                      1 0 0 0 1                          0 
    9170000                                      0 0 0 0 1                          0 
    9170337                                      0 1 0 0 1                          0 
    9175000                                      1 1 1 0 0                          1 
    9177182                                      1 0 1 0 0                          1 
    9180000                                      0 0 1 0 0                          1 
    9184027                                      0 1 1 0 0                          1 
    9185000                                      1 1 1 1 0                          0 
    9190000                                      0 1 1 1 0                          0 
    9190872                                      0 0 1 1 0                          0 
    9195000                                      1 0 0 1 1                          0 
    9200000                                      0 0 0 1 1                          0 
    9200284                                      0 1 0 1 1                          0 
    9205000                                      1 1 1 0 1                          1 
    9209696                                      1 0 1 0 1                          1 
    9210000                                      0 0 1 0 1                          1 
    9215000                                      1 0 0 1 0                          1 
    9219108                                      1 1 0 1 0                          1 
    9220000                                      0 1 0 1 0                          1 
    9225000                                      1 1 1 0 1                          0 
    9228520                                      1 0 1 0 1                          0 
    9230000                                      0 0 1 0 1                          0 
    9235000                                      1 0 0 1 0                          1 
    9237530                                      1 1 0 1 0                          1 
    9240000                                      0 1 0 1 0                          1 
    9245000                                      1 1 1 0 1                          0 
    9246540                                      1 0 1 0 1                          0 
    9250000                                      0 0 1 0 1                          0 
    9255000                                      1 0 0 1 0                          1 
    9255550                                      1 1 0 1 0                          1 
    9260000                                      0 1 0 1 0                          1 
    9264560                                      0 0 0 1 0                          1 
    9264936                                      0 1 0 1 0                          1 
    9265000                                      1 1 1 0 1                          0 
    9265312                                      1 0 1 0 1                          0 
    9265688                                      1 1 1 0 1                          0 
    9266064                                      1 0 1 0 1                          0 
    9270000                                      0 0 1 0 1                          0 
    9275000                                      1 0 0 1 0                          1 
    9275264                                      1 1 0 1 0                          1 
    9280000                                      0 1 0 1 0                          1 
    9284464                                      0 0 0 1 0                          1 
    9285000                                      1 0 0 0 1                          0 
    9290000                                      0 0 0 0 1                          0 
    9293664                                      0 1 0 0 1                          0 
    9295000                                      1 1 1 0 0                          1 
    9300000                                      0 1 1 0 0                          1 
    9302864                                      0 0 1 0 0                          1 
    9305000                                      1 0 0 1 0                          0 
    9309137                                      1 1 0 1 0                          0 
    9310000                                      0 1 0 1 0                          0 
    9315000                                      1 1 1 0 1                          0 
    9315410                                      1 0 1 0 1                          0 
    9320000                                      0 0 1 0 1                          0 
    9321683                                      0 1 1 0 1                          0 
    9325000                                      1 1 1 1 0                          1 
    9327956                                      1 0 1 1 0                          1 
    9329846                                      1 1 1 1 0                          1 
    9330000                                      0 1 1 1 0                          1 
    9331736                                      0 0 1 1 0                          1 
    9333626                                      0 1 1 1 0                          1 
    9335000                                      1 1 1 1 1                          0 
    9335516                                      1 0 1 1 1                          0 
    9336491                                      1 1 1 1 1                          0 
    9337466                                      1 0 1 1 1                          0 
    9338441                                      1 1 1 1 1                          0 
    9339416                                      1 0 1 1 1                          0 
    9340000                                      0 0 1 1 1                          0 
    9344882                                      0 1 1 1 1                          0 
    9345000                                      1 1 1 1 1                          1 
    9350000                                      0 1 1 1 1                          1 
    9350348                                      0 0 1 1 1                          1 
    9355000                                      1 0 0 1 1                          1 
    9355814                                      1 1 0 1 1                          1 
    9360000                                      0 1 0 1 1                          1 
    9361280                                      0 0 0 1 1                          1 
    9363007                                      0 1 0 1 1                          1 
    9364734                                      0 0 0 1 1                          1 
    9365000                                      1 0 0 0 1                          1 
    9366461                                      1 1 0 0 1                          1 
    9368188                                      1 0 0 0 1                          1 
    9370000                                      0 0 0 0 1                          1 
    9374980                                      0 1 0 0 1                          1 
    9375000                                      1 1 1 0 0                          1 
    9380000                                      0 1 1 0 0                          1 
    9381772                                      0 0 1 0 0                          1 
    9385000                                      1 0 0 1 0                          0 
    9388564                                      1 1 0 1 0                          0 
    9390000                                      0 1 0 1 0                          0 
    9395000                                      1 1 1 0 1                          0 
    9395356                                      1 0 1 0 1                          0 
    9400000                                      0 0 1 0 1                          0 
    9402573                                      0 1 1 0 1                          0 
    9405000                                      1 1 1 1 0                          1 
    9409790                                      1 0 1 1 0                          1 
    9410000                                      0 0 1 1 0                          1 
    9415000                                      1 0 0 1 1                          0 
    9417007                                      1 1 0 1 1                          0 
    9420000                                      0 1 0 1 1                          0 
    9424224                                      0 0 0 1 1                          0 
    9425000                                      1 0 0 0 1                          1 
    9430000                                      0 0 0 0 1                          1 
    9430747                                      0 1 0 0 1                          1 
    9435000                                      1 1 1 0 0                          1 
    9437270                                      1 0 1 0 0                          1 
    9440000                                      0 0 1 0 0                          1 
    9443793                                      0 1 1 0 0                          1 
    9445000                                      1 1 1 1 0                          0 
    9450000                                      0 1 1 1 0                          0 
    9450316                                      0 0 1 1 0                          0 
    9455000                                      1 0 0 1 1                          0 
    9458484                                      1 1 0 1 1                          0 
    9460000                                      0 1 0 1 1                          0 
    9465000                                      1 1 1 0 1                          1 
    9466652                                      1 0 1 0 1                          1 
    9470000                                      0 0 1 0 1                          1 
    9474820                                      0 1 1 0 1                          1 
    9475000                                      1 1 1 1 0                          1 
    9480000                                      0 1 1 1 0                          1 
    9482988                                      0 0 1 1 0                          1 
    9485000                                      1 0 0 1 1                          0 
    9489927                                      1 1 0 1 1                          0 
    9490000                                      0 1 0 1 1                          0 
    9495000                                      1 1 1 0 1                          1 
    9496866                                      1 0 1 0 1                          1 
    9500000                                      0 0 1 0 1                          1 
    9503805                                      0 1 1 0 1                          1 
    9505000                                      1 1 1 1 0                          1 
    9510000                                      0 1 1 1 0                          1 
    9510744                                      0 0 1 1 0                          1 
    9515000                                      1 0 0 1 1                          0 
    9519152                                      1 1 0 1 1                          0 
    9520000                                      0 1 0 1 1                          0 
    9525000                                      1 1 1 0 1                          1 
    9527560                                      1 0 1 0 1                          1 
    9530000                                      0 0 1 0 1                          1 
    9535000                                      1 0 0 1 0                          1 
    9535968                                      1 1 0 1 0                          1 
    9540000                                      0 1 0 1 0                          1 
    9544376                                      0 0 0 1 0                          1 
    9545000                                      1 0 0 0 1                          0 
    9545831                                      1 1 0 0 1                          0 
    9547286                                      1 0 0 0 1                          0 
    9548741                                      1 1 0 0 1                          0 
    9550000                                      0 1 0 0 1                          0 
    9550196                                      0 0 0 0 1                          0 
    9551528                                      0 1 0 0 1                          0 
    9552860                                      0 0 0 0 1                          0 
    9554192                                      0 1 0 0 1                          0 
    9555000                                      1 1 1 0 0                          1 
    9555524                                      1 0 1 0 0                          1 
    9559802                                      1 1 1 0 0                          1 
    9560000                                      0 1 1 0 0                          1 
    9564080                                      0 0 1 0 0                          1 
    9565000                                      1 0 0 1 0                          0 
    9568358                                      1 1 0 1 0                          0 
